date,new
2020-01-22,0.0
2020-01-23,0.0
2020-01-24,0.0
2020-01-25,0.0
2020-01-26,2.0
2020-01-27,0.0
2020-01-28,3.0
2020-01-29,0.0
2020-01-30,4.0
2020-01-31,4.0
2020-02-01,5.0
2020-02-02,0.0
2020-02-03,0.0
2020-02-04,2.0
2020-02-05,1.0
2020-02-06,0.0
2020-02-07,0.0
2020-02-08,1.0
2020-02-09,0.0
2020-02-10,2.0
2020-02-11,1.0
2020-02-12,1.0
2020-02-13,5.0
2020-02-14,10.0
2020-02-15,11.0
2020-02-16,6.0
2020-02-17,7.0
2020-02-18,12.0
2020-02-19,6.0
2020-02-20,10.0
2020-02-21,17.0
2020-02-22,25.0
2020-02-23,12.0
2020-02-24,11.0
2020-02-25,13.0
2020-02-26,19.0
2020-02-27,26.0
2020-02-28,18.0
2020-02-29,9.0
2020-03-01,14.0
2020-03-02,19.0
2020-03-03,20.0
2020-03-04,35.0
2020-03-05,32.0
2020-03-06,55.0
2020-03-07,46.0
2020-03-08,33.0
2020-03-09,28.0
2020-03-10,58.0
2020-03-11,55.0
2020-03-12,56.0
2020-03-13,37.0
2020-03-14,62.0
2020-03-15,31.0
2020-03-16,17.0
2020-03-17,50.0
2020-03-18,35.0
2020-03-19,40.0
2020-03-20,54.0
2020-03-21,37.0
2020-03-22,45.0
2020-03-23,40.0
2020-03-24,73.0
2020-03-25,97.0
2020-03-26,102.0
2020-03-27,114.0
2020-03-28,198.0
2020-03-29,179.0
2020-03-30,94.0
2020-03-31,254.0
2020-04-01,280.0
2020-04-02,283.0
2020-04-03,336.0
2020-04-04,371.0
2020-04-05,351.0
2020-04-06,234.0
2020-04-07,375.0
2020-04-08,535.0
2020-04-09,594.0
2020-04-10,636.0
2020-04-11,701.0
2020-04-12,522.0
2020-04-13,300.0
2020-04-14,504.0
2020-04-15,558.0
2020-04-16,563.0
2020-04-17,560.0
2020-04-18,590.0
2020-04-19,366.0
2020-04-20,344.0
2020-04-21,383.0
2020-04-22,396.0
2020-04-23,432.0
2020-04-24,385.0
2020-04-25,332.0
2020-04-26,219.0
2020-04-27,171.0
2020-04-28,284.0
2020-04-29,216.0
2020-04-30,208.0
2020-05-01,274.0
2020-05-02,303.0
2020-05-03,200.0
2020-05-04,168.0
2020-05-05,125.0
2020-05-06,101.0
2020-05-07,98.0
2020-05-08,87.0
2020-05-09,115.0
2020-05-10,69.0
2020-05-11,37.0
2020-05-12,87.0
2020-05-13,50.0
2020-05-14,98.0
2020-05-15,52.0
2020-05-16,54.0
2020-05-17,24.0
2020-05-18,33.0
2020-05-19,28.0
2020-05-20,34.0
2020-05-21,41.0
2020-05-22,23.0
2020-05-23,25.0
2020-05-24,41.0
2020-05-25,21.0
2020-05-26,30.0
2020-05-27,26.0
2020-05-28,70.0
2020-05-29,75.0
2020-05-30,43.0
2020-05-31,35.0
2020-06-01,36.0
2020-06-02,50.0
2020-06-03,30.0
2020-06-04,44.0
2020-06-05,47.0
2020-06-06,42.0
2020-06-07,39.0
2020-06-08,21.0
2020-06-09,51.0
2020-06-10,35.0
2020-06-11,41.0
2020-06-12,63.0
2020-06-13,43.0
2020-06-14,76.0
2020-06-15,70.0
2020-06-16,45.0
2020-06-17,46.0
2020-06-18,58.0
2020-06-19,70.0
2020-06-20,67.0
2020-06-21,55.0
2020-06-22,40.0
2020-06-23,59.0
2020-06-24,84.0
2020-06-25,92.0
2020-06-26,107.0
2020-06-27,92.0
2020-06-28,112.0
2020-06-29,110.0
2020-06-30,139.0
2020-07-01,223.0
2020-07-02,217.0
2020-07-03,130.0
2020-07-04,276.0
2020-07-05,207.0
2020-07-06,180.0
2020-07-07,207.0
2020-07-08,206.0
2020-07-09,356.0
2020-07-10,427.0
2020-07-11,386.0
2020-07-12,411.0
2020-07-13,284.0
2020-07-14,312.0
2020-07-15,735.0
2020-07-16,338.0
2020-07-17,594.0
2020-07-18,842.0
2020-07-19,500.0
2020-07-20,260.0
2020-07-21,757.0
2020-07-22,673.0
2020-07-23,978.0
2020-07-24,769.0
2020-07-25,801.0
2020-07-26,864.0
2020-07-27,594.0
2020-07-28,974.0
2020-07-29,1266.0
2020-07-30,1762.0
2020-07-31,1090.0
2020-08-01,1570.0
2020-08-02,1312.0
2020-08-03,983.0
2020-08-04,1248.0
2020-08-05,1339.0
2020-08-06,1481.0
2020-08-07,1597.0
2020-08-08,1578.0
2020-08-09,1440.0
