date,new
2020-01-22,0.0
2020-01-23,0.0
2020-01-24,0.0
2020-01-25,0.0
2020-01-26,0.0
2020-01-27,0.0
2020-01-28,0.0
2020-01-29,0.0
2020-01-30,1.0
2020-01-31,0.0
2020-02-01,0.0
2020-02-02,1.0
2020-02-03,1.0
2020-02-04,0.0
2020-02-05,0.0
2020-02-06,0.0
2020-02-07,0.0
2020-02-08,0.0
2020-02-09,0.0
2020-02-10,0.0
2020-02-11,0.0
2020-02-12,0.0
2020-02-13,0.0
2020-02-14,0.0
2020-02-15,0.0
2020-02-16,0.0
2020-02-17,0.0
2020-02-18,0.0
2020-02-19,0.0
2020-02-20,0.0
2020-02-21,0.0
2020-02-22,0.0
2020-02-23,0.0
2020-02-24,0.0
2020-02-25,0.0
2020-02-26,0.0
2020-02-27,0.0
2020-02-28,0.0
2020-02-29,0.0
2020-03-01,0.0
2020-03-02,2.0
2020-03-03,0.0
2020-03-04,23.0
2020-03-05,2.0
2020-03-06,1.0
2020-03-07,3.0
2020-03-08,5.0
2020-03-09,4.0
2020-03-10,13.0
2020-03-11,6.0
2020-03-12,11.0
2020-03-13,9.0
2020-03-14,20.0
2020-03-15,11.0
2020-03-16,6.0
2020-03-17,23.0
2020-03-18,14.0
2020-03-19,38.0
2020-03-20,50.0
2020-03-21,86.0
2020-03-22,66.0
2020-03-23,103.0
2020-03-24,37.0
2020-03-25,121.0
2020-03-26,70.0
2020-03-27,160.0
2020-03-28,100.0
2020-03-29,37.0
2020-03-30,227.0
2020-03-31,146.0
2020-04-01,601.0
2020-04-02,545.0
2020-04-03,24.0
