date,deaths
2020-01-22,0
2020-01-23,0
2020-01-24,0
2020-01-25,0
2020-01-26,0
2020-01-27,0
2020-01-28,0
2020-01-29,0
2020-01-30,0
2020-01-31,0
2020-02-01,0
2020-02-02,0
2020-02-03,0
2020-02-04,0
2020-02-05,0
2020-02-06,0
2020-02-07,0
2020-02-08,0
2020-02-09,0
2020-02-10,0
2020-02-11,0
2020-02-12,0
2020-02-13,0
2020-02-14,0
2020-02-15,1
2020-02-16,1
2020-02-17,1
2020-02-18,1
2020-02-19,1
2020-02-20,1
2020-02-21,1
2020-02-22,1
2020-02-23,1
2020-02-24,1
2020-02-25,1
2020-02-26,2
2020-02-27,2
2020-02-28,2
2020-02-29,2
2020-03-01,2
2020-03-02,3
2020-03-03,4
2020-03-04,4
2020-03-05,6
2020-03-06,9
2020-03-07,11
2020-03-08,19
2020-03-09,19
2020-03-10,33
2020-03-11,48
2020-03-12,48
2020-03-13,79
2020-03-14,91
2020-03-15,91
2020-03-16,149
2020-03-17,149
2020-03-18,149
2020-03-19,244
2020-03-20,451
2020-03-21,563
2020-03-22,676
2020-03-23,862
2020-03-24,1102
2020-03-25,1333
2020-03-26,1698
2020-03-27,1997
2020-03-28,2317
2020-03-29,2611
2020-03-30,3030
2020-03-31,3532
2020-04-01,4043
